Animal,Sire,Dam
60759,50059,50374
60760,50059,50374
60761,50999,50914
60762,50999,50914
60763,50999,50470
60764,50999,50470
60765,50999,50110
60766,50999,50110
60767,50999,50688
60768,50999,50688
60769,50999,50122
60770,50999,50122
60771,50999,50902
60772,50999,50902
60773,50999,50520
60774,50999,50520
60775,50999,50070
60776,50999,50070
60777,50999,50036
60778,50999,50036
60779,50999,50818
60780,50999,50818
60781,50679,50048
60782,50679,50048
60783,50679,50560
60784,50679,50560
60785,50679,50148
60786,50679,50148
60787,50679,50076
60788,50679,50076
60789,50679,50942
60790,50679,50942
60791,50679,50756
60792,50679,50756
60793,50679,50142
60794,50679,50142
60795,50679,50910
60796,50679,50910
60797,50679,50448
60798,50679,50448
60799,50679,50200
60800,50679,50200
60801,50463,50940
60802,50463,50940
60803,50463,50928
60804,50463,50928
60805,50463,50898
60806,50463,50898
60807,50463,50456
60808,50463,50456
60809,50463,50680
60810,50463,50680
60811,50463,50822
60812,50463,50822
60813,50463,50338
60814,50463,50338
60815,50463,50144
60816,50463,50144
60817,50463,50180
60818,50463,50180
60819,50463,50440
60820,50463,50440
60821,50991,50438
60822,50991,50438
60823,50991,50864
60824,50991,50864
60825,50991,50964
60826,50991,50964
60827,50991,50752
60828,50991,50752
60829,50991,50134
60830,50991,50134
60831,50991,50060
60832,50991,50060
60833,50991,50694
60834,50991,50694
60835,50991,50296
60836,50991,50296
60837,50991,50386
60838,50991,50386
60839,50991,50980
60840,50991,50980
60841,50869,50376
60842,50869,50376
60843,50869,50324
60844,50869,50324
60845,50869,50852
60846,50869,50852
60847,50869,50346
60848,50869,50346
60849,50869,50714
60850,50869,50714
60851,50869,50836
60852,50869,50836
60853,50869,50922
60854,50869,50922
60855,50869,50130
60856,50869,50130
60857,50869,50996
60858,50869,50996
60859,50869,50718
60860,50869,50718
60861,50519,50892
60862,50519,50892
60863,50519,50620
60864,50519,50620
60865,50519,50416
60866,50519,50416
60867,50519,50824
60868,50519,50824
60869,50519,50562
60870,50519,50562
60871,50519,50452
60872,50519,50452
60873,50519,50886
60874,50519,50886
60875,50519,50736
60876,50519,50736
60877,50519,50858
60878,50519,50858
60879,50519,50556
60880,50519,50556
60881,50237,50260
60882,50237,50260
60883,50237,50874
60884,50237,50874
60885,50237,50588
60886,50237,50588
60887,50237,50468
60888,50237,50468
60889,50237,50924
60890,50237,50924
60891,50237,50570
60892,50237,50570
60893,50237,50190
60894,50237,50190
60895,50237,50390
60896,50237,50390
60897,50237,50426
60898,50237,50426
60899,50237,50552
60900,50237,50552
60901,50761,50340
60902,50761,50340
60903,50761,50640
60904,50761,50640
60905,50761,50040
60906,50761,50040
60907,50761,50474
60908,50761,50474
60909,50761,50790
60910,50761,50790
60911,50761,50424
60912,50761,50424
60913,50761,50328
60914,50761,50328
60915,50761,50178
60916,50761,50178
60917,50761,50916
60918,50761,50916
60919,50761,50876
60920,50761,50876
60921,50681,50234
60922,50681,50234
60923,50681,50284
60924,50681,50284
60925,50681,50944
60926,50681,50944
60927,50681,50366
60928,50681,50366
60929,50681,50720
60930,50681,50720
60931,50681,50246
60932,50681,50246
60933,50681,50192
60934,50681,50192
60935,50681,50970
60936,50681,50970
60937,50681,50614
60938,50681,50614
60939,50681,50484
60940,50681,50484
60941,50395,50572
60942,50395,50572
60943,50395,51000
60944,50395,51000
60945,50395,50542
60946,50395,50542
60947,50395,50182
60948,50395,50182
60949,50395,50528
60950,50395,50528
60951,50395,50262
60952,50395,50262
60953,50395,50952
60954,50395,50952
60955,50395,50938
60956,50395,50938
60957,50395,50052
60958,50395,50052
60959,50395,50086
60960,50395,50086
60961,50229,50708
60962,50229,50708
60963,50229,50946
60964,50229,50946
60965,50229,50934
60966,50229,50934
60967,50229,50598
60968,50229,50598
60969,50229,50648
60970,50229,50648
60971,50229,50016
60972,50229,50016
60973,50229,50704
60974,50229,50704
60975,50229,50856
60976,50229,50856
60977,50229,50304
60978,50229,50304
60979,50229,50084
60980,50229,50084
60981,50905,50522
60982,50905,50522
60983,50905,50216
60984,50905,50216
60985,50905,50004
60986,50905,50004
60987,50905,50740
60988,50905,50740
60989,50905,50604
60990,50905,50604
60991,50905,50538
60992,50905,50538
60993,50905,50270
60994,50905,50270
60995,50905,50594
60996,50905,50594
60997,50905,50654
60998,50905,50654
60999,50905,50546
61000,50905,50546
70001,60219,60976
70002,60219,60976
70003,60219,60226
70004,60219,60226
70005,60219,60942
70006,60219,60942
70007,60219,60850
70008,60219,60850
70009,60219,60266
70010,60219,60266
70011,60219,60162
70012,60219,60162
70013,60219,60308
70014,60219,60308
70015,60219,60314
70016,60219,60314
70017,60219,60534
70018,60219,60534
70019,60219,60102
70020,60219,60102
70021,60155,60988
70022,60155,60988
70023,60155,60748
70024,60155,60748
70025,60155,60214
70026,60155,60214
70027,60155,60446
70028,60155,60446
70029,60155,60714
70030,60155,60714
70031,60155,60700
70032,60155,60700
70033,60155,60674
70034,60155,60674
70035,60155,60336
70036,60155,60336
70037,60155,60588
70038,60155,60588
70039,60155,60708
70040,60155,60708
70041,60779,60476
70042,60779,60476
70043,60779,60222
70044,60779,60222
70045,60779,60548
70046,60779,60548
70047,60779,60018
70048,60779,60018
70049,60779,60402
70050,60779,60402
70051,60779,60432
70052,60779,60432
70053,60779,60948
70054,60779,60948
70055,60779,60418
70056,60779,60418
70057,60779,60054
70058,60779,60054
70059,60779,60780
70060,60779,60780
70061,60703,60112
70062,60703,60112
70063,60703,60480
70064,60703,60480
70065,60703,60444
70066,60703,60444
70067,60703,60582
70068,60703,60582
70069,60703,60886
70070,60703,60886
70071,60703,60312
70072,60703,60312
70073,60703,60084
70074,60703,60084
70075,60703,60826
70076,60703,60826
70077,60703,60298
70078,60703,60298
70079,60703,60148
70080,60703,60148
70081,60257,60808
70082,60257,60808
70083,60257,60070
70084,60257,60070
70085,60257,60810
70086,60257,60810
70087,60257,60254
70088,60257,60254
70089,60257,60844
70090,60257,60844
70091,60257,60244
70092,60257,60244
70093,60257,60592
70094,60257,60592
70095,60257,60556
70096,60257,60556
70097,60257,60040
70098,60257,60040
70099,60257,60940
70100,60257,60940
70101,60203,60030
70102,60203,60030
70103,60203,60136
70104,60203,60136
70105,60203,60426
70106,60203,60426
70107,60203,60628
70108,60203,60628
70109,60203,60430
70110,60203,60430
70111,60203,60950
70112,60203,60950
70113,60203,60156
70114,60203,60156
70115,60203,60174
70116,60203,60174
70117,60203,60854
70118,60203,60854
70119,60203,60238
70120,60203,60238
70121,60173,60896
70122,60173,60896
70123,60173,60140
70124,60173,60140
70125,60173,60522
70126,60173,60522
70127,60173,60478
70128,60173,60478
70129,60173,60794
70130,60173,60794
70131,60173,60230
70132,60173,60230
70133,60173,60998
70134,60173,60998
70135,60173,60316
70136,60173,60316
70137,60173,60192
70138,60173,60192
70139,60173,60736
70140,60173,60736
70141,60121,60236
70142,60121,60236
70143,60121,60962
70144,60121,60962
70145,60121,60474
70146,60121,60474
70147,60121,60766
70148,60121,60766
70149,60121,60764
70150,60121,60764
70151,60121,60494
70152,60121,60494
70153,60121,60390
70154,60121,60390
70155,60121,60752
70156,60121,60752
70157,60121,60420
70158,60121,60420
70159,60121,60600
70160,60121,60600
70161,60249,60038
70162,60249,60038
70163,60249,60546
70164,60249,60546
70165,60249,60398
70166,60249,60398
70167,60249,60144
70168,60249,60144
70169,60249,60730
70170,60249,60730
70171,60249,60542
70172,60249,60542
70173,60249,60202
70174,60249,60202
70175,60249,60300
70176,60249,60300
70177,60249,60526
70178,60249,60526
70179,60249,60210
70180,60249,60210
70181,60081,60392
70182,60081,60392
70183,60081,60034
70184,60081,60034
70185,60081,60910
70186,60081,60910
70187,60081,60728
70188,60081,60728
70189,60081,60946
70190,60081,60946
70191,60081,60024
70192,60081,60024
70193,60081,60260
70194,60081,60260
70195,60081,60864
70196,60081,60864
70197,60081,60622
70198,60081,60622
70199,60081,60720
70200,60081,60720
70201,60307,60484
70202,60307,60484
70203,60307,60096
70204,60307,60096
70205,60307,60342
70206,60307,60342
70207,60307,60920
70208,60307,60920
70209,60307,60514
70210,60307,60514
70211,60307,60334
70212,60307,60334
70213,60307,60242
70214,60307,60242
70215,60307,60698
70216,60307,60698
70217,60307,60726
70218,60307,60726
70219,60307,60908
70220,60307,60908
70221,60699,60656
70222,60699,60656
70223,60699,60216
70224,60699,60216
70225,60699,60160
70226,60699,60160
70227,60699,60262
70228,60699,60262
70229,60699,60414
70230,60699,60414
70231,60699,60508
70232,60699,60508
70233,60699,60394
70234,60699,60394
70235,60699,60130
70236,60699,60130
70237,60699,60026
70238,60699,60026
70239,60699,60380
70240,60699,60380
70241,60841,60790
70242,60841,60790
70243,60841,60088
70244,60841,60088
70245,60841,60702
70246,60841,60702
70247,60841,60634
70248,60841,60634
70249,60841,60022
70250,60841,60022
70251,60841,60028
70252,60841,60028
70253,60841,60706
70254,60841,60706
70255,60841,60272
70256,60841,60272
70257,60841,60830
70258,60841,60830
70259,60841,60982
70260,60841,60982
70261,60077,60776
70262,60077,60776
70263,60077,60880
70264,60077,60880
70265,60077,60138
70266,60077,60138
70267,60077,60098
70268,60077,60098
70269,60077,60822
70270,60077,60822
70271,60077,60788
70272,60077,60788
70273,60077,60840
70274,60077,60840
70275,60077,60460
70276,60077,60460
70277,60077,60450
70278,60077,60450
70279,60077,60832
70280,60077,60832
70281,60317,60108
70282,60317,60108
70283,60317,60782
70284,60317,60782
70285,60317,60348
70286,60317,60348
70287,60317,60640
70288,60317,60640
70289,60317,60614
70290,60317,60614
70291,60317,60902
70292,60317,60902
70293,60317,60562
70294,60317,60562
70295,60317,60594
70296,60317,60594
70297,60317,60206
70298,60317,60206
70299,60317,60868
70300,60317,60868
70301,60183,60604
70302,60183,60604
70303,60183,60532
70304,60183,60532
70305,60183,60470
70306,60183,60470
70307,60183,60598
70308,60183,60598
70309,60183,60190
70310,60183,60190
70311,60183,60008
70312,60183,60008
70313,60183,60152
70314,60183,60152
70315,60183,60734
70316,60183,60734
70317,60183,60128
70318,60183,60128
70319,60183,60632
70320,60183,60632
70321,60571,60596
70322,60571,60596
70323,60571,60836
70324,60571,60836
70325,60571,60428
70326,60571,60428
70327,60571,60520
70328,60571,60520
70329,60571,60120
70330,60571,60120
70331,60571,60324
70332,60571,60324
70333,60571,60616
70334,60571,60616
70335,60571,60916
70336,60571,60916
70337,60571,60468
70338,60571,60468
70339,60571,60284
70340,60571,60284
70341,60099,60754
70342,60099,60754
70343,60099,60584
70344,60099,60584
70345,60099,60732
70346,60099,60732
70347,60099,60852
70348,60099,60852
70349,60099,60704
70350,60099,60704
70351,60099,60286
70352,60099,60286
70353,60099,60978
70354,60099,60978
70355,60099,60858
70356,60099,60858
70357,60099,60802
70358,60099,60802
70359,60099,60500
70360,60099,60500
70361,60163,60510
70362,60163,60510
70363,60163,60306
70364,60163,60306
70365,60163,60078
70366,60163,60078
70367,60163,60606
70368,60163,60606
70369,60163,60936
70370,60163,60936
70371,60163,60012
70372,60163,60012
70373,60163,60586
70374,60163,60586
70375,60163,60346
70376,60163,60346
70377,60163,60060
70378,60163,60060
70379,60163,60416
70380,60163,60416
70381,60215,60382
70382,60215,60382
70383,60215,60142
70384,60215,60142
70385,60215,60400
70386,60215,60400
70387,60215,60218
70388,60215,60218
70389,60215,60486
70390,60215,60486
70391,60215,60654
70392,60215,60654
70393,60215,60234
70394,60215,60234
70395,60215,60062
70396,60215,60062
70397,60215,60322
70398,60215,60322
70399,60215,60246
70400,60215,60246
70401,60389,60662
70402,60389,60662
70403,60389,60278
70404,60389,60278
70405,60389,60114
70406,60389,60114
70407,60389,60742
70408,60389,60742
70409,60389,60066
70410,60389,60066
70411,60389,60386
70412,60389,60386
70413,60389,60360
70414,60389,60360
70415,60389,60570
70416,60389,60570
70417,60389,60364
70418,60389,60364
70419,60389,60626
70420,60389,60626
70421,60711,60658
70422,60711,60658
70423,60711,60678
70424,60711,60678
70425,60711,60220
70426,60711,60220
70427,60711,60954
70428,60711,60954
70429,60711,60330
70430,60711,60330
70431,60711,60612
70432,60711,60612
70433,60711,60188
70434,60711,60188
70435,60711,60680
70436,60711,60680
70437,60711,60660
70438,60711,60660
70439,60711,60576
70440,60711,60576
70441,60685,60724
70442,60685,60724
70443,60685,60282
70444,60685,60282
70445,60685,60538
70446,60685,60538
70447,60685,60496
70448,60685,60496
70449,60685,60068
70450,60685,60068
70451,60685,60874
70452,60685,60874
70453,60685,60020
70454,60685,60020
70455,60685,60884
70456,60685,60884
70457,60685,60268
70458,60685,60268
70459,60685,60340
70460,60685,60340
70461,60455,60872
70462,60455,60872
70463,60455,60688
70464,60455,60688
70465,60455,60744
70466,60455,60744
70467,60455,60970
70468,60455,60970
70469,60455,60930
70470,60455,60930
70471,60455,60906
70472,60455,60906
70473,60455,60926
70474,60455,60926
70475,60455,60232
70476,60455,60232
70477,60455,60756
70478,60455,60756
70479,60455,60118
70480,60455,60118
70481,60411,60848
70482,60411,60848
70483,60411,60670
70484,60411,60670
70485,60411,60996
70486,60411,60996
70487,60411,60928
70488,60411,60928
70489,60411,60376
70490,60411,60376
70491,60411,60878
70492,60411,60878
70493,60411,60696
70494,60411,60696
70495,60411,60056
70496,60411,60056
70497,60411,60404
70498,60411,60404
70499,60411,60076
70500,60411,60076
70501,60151,60458
70502,60151,60458
70503,60151,60828
70504,60151,60828
70505,60151,60292
70506,60151,60292
70507,60151,60072
70508,60151,60072
70509,60151,60778
70510,60151,60778
70511,60151,60448
70512,60151,60448
70513,60151,60388
70514,60151,60388
70515,60151,60624
70516,60151,60624
70517,60151,60176
70518,60151,60176
70519,60151,60052
70520,60151,60052
70521,60717,60328
70522,60717,60328
70523,60717,60488
70524,60717,60488
70525,60717,60366
70526,60717,60366
70527,60717,60812
70528,60717,60812
70529,60717,60772
70530,60717,60772
70531,60717,60890
70532,60717,60890
70533,60717,60036
70534,60717,60036
70535,60717,60684
70536,60717,60684
70537,60717,60652
70538,60717,60652
70539,60717,60964
70540,60717,60964
70541,60523,60294
70542,60523,60294
70543,60523,60146
70544,60523,60146
70545,60523,60784
70546,60523,60784
70547,60523,60466
70548,60523,60466
70549,60523,60064
70550,60523,60064
70551,60523,60862
70552,60523,60862
70553,60523,60718
70554,60523,60718
70555,60523,60972
70556,60523,60972
70557,60523,60086
70558,60523,60086
70559,60523,60712
70560,60523,60712
70561,60421,60296
70562,60421,60296
70563,60421,60566
70564,60421,60566
70565,60421,60918
70566,60421,60918
70567,60421,60636
70568,60421,60636
70569,60421,60536
70570,60421,60536
70571,60421,60004
70572,60421,60004
70573,60421,60824
70574,60421,60824
70575,60421,60302
70576,60421,60302
70577,60421,60396
70578,60421,60396
70579,60421,60516
70580,60421,60516
70581,60419,60100
70582,60419,60100
70583,60419,60422
70584,60419,60422
70585,60419,60574
70586,60419,60574
70587,60419,60968
70588,60419,60968
70589,60419,60368
70590,60419,60368
70591,60419,60106
70592,60419,60106
70593,60419,60690
70594,60419,60690
70595,60419,60082
70596,60419,60082
70597,60419,60894
70598,60419,60894
70599,60419,60166
70600,60419,60166
70601,60771,60150
70602,60771,60150
70603,60771,60464
70604,60771,60464
70605,60771,60710
70606,60771,60710
70607,60771,60834
70608,60771,60834
70609,60771,60838
70610,60771,60838
70611,60771,60384
70612,60771,60384
70613,60771,60842
70614,60771,60842
70615,60771,60798
70616,60771,60798
70617,60771,60774
70618,60771,60774
70619,60771,60310
70620,60771,60310
70621,60375,60898
70622,60375,60898
70623,60375,60158
70624,60375,60158
70625,60375,60746
70626,60375,60746
70627,60375,60664
70628,60375,60664
70629,60375,60892
70630,60375,60892
70631,60375,60320
70632,60375,60320
70633,60375,60014
70634,60375,60014
70635,60375,60344
70636,60375,60344
70637,60375,60326
70638,60375,60326
70639,60375,60986
70640,60375,60986
70641,60359,60572
70642,60359,60572
70643,60359,60126
70644,60359,60126
70645,60359,60974
70646,60359,60974
70647,60359,60992
70648,60359,60992
70649,60359,60966
70650,60359,60966
70651,60359,60116
70652,60359,60116
70653,60359,60856
70654,60359,60856
70655,60359,60866
70656,60359,60866
70657,60359,60932
70658,60359,60932
70659,60359,60168
70660,60359,60168
70661,60783,60956
70662,60783,60956
70663,60783,60212
70664,60783,60212
70665,60783,60924
70666,60783,60924
70667,60783,60332
70668,60783,60332
70669,60783,60686
70670,60783,60686
70671,60783,60044
70672,60783,60044
70673,60783,60666
70674,60783,60666
70675,60783,60792
70676,60783,60792
70677,60783,60952
70678,60783,60952
70679,60783,60372
70680,60783,60372
70681,60147,60610
70682,60147,60610
70683,60147,60980
70684,60147,60980
70685,60147,60608
70686,60147,60608
70687,60147,60358
70688,60147,60358
70689,60147,60042
70690,60147,60042
70691,60147,60452
70692,60147,60452
70693,60147,60104
70694,60147,60104
70695,60147,60544
70696,60147,60544
70697,60147,60462
70698,60147,60462
70699,60147,60558
70700,60147,60558
70701,60397,60518
70702,60397,60518
70703,60397,60900
70704,60397,60900
70705,60397,60960
70706,60397,60960
70707,60397,60252
70708,60397,60252
70709,60397,60204
70710,60397,60204
70711,60397,60492
70712,60397,60492
70713,60397,60280
70714,60397,60280
70715,60397,60250
70716,60397,60250
70717,60397,60132
70718,60397,60132
70719,60397,60770
70720,60397,60770
70721,60591,60258
70722,60591,60258
70723,60591,60002
70724,60591,60002
70725,60591,60274
70726,60591,60274
70727,60591,60672
70728,60591,60672
70729,60591,60682
70730,60591,60682
70731,60591,60984
70732,60591,60984
70733,60591,60124
70734,60591,60124
70735,60591,60256
70736,60591,60256
70737,60591,60154
70738,60591,60154
70739,60591,60888
70740,60591,60888
70741,60983,60006
70742,60983,60006
70743,60983,60564
70744,60983,60564
70745,60983,60248
70746,60983,60248
70747,60983,60412
70748,60983,60412
70749,60983,60180
70750,60983,60180
70751,60983,60938
70752,60983,60938
70753,60983,60194
70754,60983,60194
70755,60983,60768
70756,60983,60768
70757,60983,60288
70758,60983,60288
70759,60983,60354
70760,60983,60354
70761,60159,60184
70762,60159,60184
70763,60159,60122
70764,60159,60122
70765,60159,60806
70766,60159,60806
70767,60159,60860
70768,60159,60860
70769,60159,60568
70770,60159,60568
70771,60159,60290
70772,60159,60290
70773,60159,60958
70774,60159,60958
70775,60159,60378
70776,60159,60378
70777,60159,60630
70778,60159,60630
70779,60159,60010
70780,60159,60010
70781,60195,60438
70782,60195,60438
70783,60195,60362
70784,60195,60362
70785,60195,60436
70786,60195,60436
70787,60195,60504
70788,60195,60504
70789,60195,60134
70790,60195,60134
70791,60195,60276
70792,60195,60276
70793,60195,60550
70794,60195,60550
70795,60195,60638
70796,60195,60638
70797,60195,60912
70798,60195,60912
70799,60195,60406
70800,60195,60406
70801,60597,60668
70802,60597,60668
70803,60597,60240
70804,60597,60240
70805,60597,60050
70806,60597,60050
70807,60597,60110
70808,60597,60110
70809,60597,60580
70810,60597,60580
70811,60597,60498
70812,60597,60498
70813,60597,60530
70814,60597,60530
70815,60597,60642
70816,60597,60642
70817,60597,60440
70818,60597,60440
70819,60597,60722
70820,60597,60722
70821,60461,60552
70822,60461,60552
70823,60461,60904
70824,60461,60904
70825,60461,60304
70826,60461,60304
70827,60461,60804
70828,60461,60804
70829,60461,60692
70830,60461,60692
70831,60461,60490
70832,60461,60490
70833,60461,60032
70834,60461,60032
70835,60461,60424
70836,60461,60424
70837,60461,61000
70838,60461,61000
70839,60461,60164
70840,60461,60164
70841,60149,60410
70842,60149,60410
70843,60149,60800
70844,60149,60800
70845,60149,60472
70846,60149,60472
70847,60149,60882
70848,60149,60882
70849,60149,60454
70850,60149,60454
70851,60149,60590
70852,60149,60590
70853,60149,60482
70854,60149,60482
70855,60149,60170
70856,60149,60170
70857,60149,60750
70858,60149,60750
70859,60149,60350
70860,60149,60350
70861,60109,60178
70862,60109,60178
70863,60109,60818
70864,60109,60818
70865,60109,60016
70866,60109,60016
70867,60109,60048
70868,60109,60048
70869,60109,60182
70870,60109,60182
70871,60109,60796
70872,60109,60796
70873,60109,60058
70874,60109,60058
70875,60109,60092
70876,60109,60092
70877,60109,60352
70878,60109,60352
70879,60109,60074
70880,60109,60074
70881,60003,60172
70882,60003,60172
70883,60003,60760
70884,60003,60760
70885,60003,60198
70886,60003,60198
70887,60003,60694
70888,60003,60694
70889,60003,60374
70890,60003,60374
70891,60003,60816
70892,60003,60816
70893,60003,60338
70894,60003,60338
70895,60003,60740
70896,60003,60740
70897,60003,60186
70898,60003,60186
70899,60003,60876
70900,60003,60876
70901,60309,60602
70902,60309,60602
70903,60309,60506
70904,60309,60506
70905,60309,60716
70906,60309,60716
70907,60309,60524
70908,60309,60524
70909,60309,60540
70910,60309,60540
70911,60309,60820
70912,60309,60820
70913,60309,60814
70914,60309,60814
70915,60309,60648
70916,60309,60648
70917,60309,60914
70918,60309,60914
70919,60309,60650
70920,60309,60650
70921,60133,60090
70922,60133,60090
70923,60133,60512
70924,60133,60512
70925,60133,60846
70926,60133,60846
70927,60133,60456
70928,60133,60456
70929,60133,60554
70930,60133,60554
70931,60133,60758
70932,60133,60758
70933,60133,60370
70934,60133,60370
70935,60133,60200
70936,60133,60200
70937,60133,60944
70938,60133,60944
70939,60133,60080
70940,60133,60080
70941,60635,60442
70942,60635,60442
70943,60635,60870
70944,60635,60870
70945,60635,60196
70946,60635,60196
70947,60635,60676
70948,60635,60676
70949,60635,60270
70950,60635,60270
70951,60635,60264
70952,60635,60264
70953,60635,60646
70954,60635,60646
70955,60635,60318
70956,60635,60318
70957,60635,60356
70958,60635,60356
70959,60635,60618
70960,60635,60618
70961,60569,60934
70962,60569,60934
70963,60569,60224
70964,60569,60224
70965,60569,60408
70966,60569,60408
70967,60569,60922
70968,60569,60922
70969,60569,60990
70970,60569,60990
70971,60569,60434
70972,60569,60434
70973,60569,60228
70974,60569,60228
70975,60569,60578
70976,60569,60578
70977,60569,60094
70978,60569,60094
70979,60569,60786
70980,60569,60786
70981,60227,60620
70982,60227,60620
70983,60227,60208
70984,60227,60208
70985,60227,60994
70986,60227,60994
70987,60227,60046
70988,60227,60046
70989,60227,60528
70990,60227,60528
70991,60227,60560
70992,60227,60560
70993,60227,60644
70994,60227,60644
70995,60227,60738
70996,60227,60738
70997,60227,60762
70998,60227,60762
70999,60227,60502
71000,60227,60502
80001,70973,70840
80002,70973,70840
80003,70973,70262
80004,70973,70262
80005,70973,70172
80006,70973,70172
80007,70973,70178
80008,70973,70178
80009,70973,70730
80010,70973,70730
80011,70973,70596
80012,70973,70596
80013,70973,70578
80014,70973,70578
80015,70973,70296
80016,70973,70296
80017,70973,70856
80018,70973,70856
80019,70973,70550
80020,70973,70550
80021,70321,70510
80022,70321,70510
80023,70321,70166
80024,70321,70166
80025,70321,70684
80026,70321,70684
80027,70321,70308
80028,70321,70308
80029,70321,70418
80030,70321,70418
80031,70321,70130
80032,70321,70130
80033,70321,70912
80034,70321,70912
80035,70321,70372
80036,70321,70372
80037,70321,70508
80038,70321,70508
80039,70321,70290
80040,70321,70290
80041,70687,70712
80042,70687,70712
80043,70687,70996
80044,70687,70996
80045,70687,70036
80046,70687,70036
80047,70687,70742
80048,70687,70742
80049,70687,70500
80050,70687,70500
80051,70687,70078
80052,70687,70078
80053,70687,70522
80054,70687,70522
80055,70687,70090
80056,70687,70090
80057,70687,70962
80058,70687,70962
80059,70687,70302
80060,70687,70302
80061,70171,70458
80062,70171,70458
80063,70171,70812
80064,70171,70812
80065,70171,70662
80066,70171,70662
80067,70171,70482
80068,70171,70482
80069,70171,70488
80070,70171,70488
80071,70171,70872
80072,70171,70872
80073,70171,70132
80074,70171,70132
80075,70171,70040
80076,70171,70040
80077,70171,70142
80078,70171,70142
80079,70171,70170
80080,70171,70170
80081,70023,70566
80082,70023,70566
80083,70023,70350
80084,70023,70350
80085,70023,70622
80086,70023,70622
80087,70023,70634
80088,70023,70634
80089,70023,70664
80090,70023,70664
80091,70023,70312
80092,70023,70312
80093,70023,70576
80094,70023,70576
80095,70023,70558
80096,70023,70558
80097,70023,70616
80098,70023,70616
80099,70023,70784
80100,70023,70784
80101,70347,70964
80102,70347,70964
80103,70347,70520
80104,70347,70520
80105,70347,70562
80106,70347,70562
80107,70347,70726
80108,70347,70726
80109,70347,70838
80110,70347,70838
80111,70347,70284
80112,70347,70284
80113,70347,70364
80114,70347,70364
80115,70347,70028
80116,70347,70028
80117,70347,70898
80118,70347,70898
80119,70347,70756
80120,70347,70756
80121,70209,70432
80122,70209,70432
80123,70209,70988
80124,70209,70988
80125,70209,70586
80126,70209,70586
80127,70209,70110
80128,70209,70110
80129,70209,70062
80130,70209,70062
80131,70209,70182
80132,70209,70182
80133,70209,70046
80134,70209,70046
80135,70209,70256
80136,70209,70256
80137,70209,70456
80138,70209,70456
80139,70209,70588
80140,70209,70588
80141,70649,70072
80142,70649,70072
80143,70649,70980
80144,70649,70980
80145,70649,70986
80146,70649,70986
80147,70649,70288
80148,70649,70288
80149,70649,70314
80150,70649,70314
80151,70649,70380
80152,70649,70380
80153,70649,70022
80154,70649,70022
80155,70649,70802
80156,70649,70802
80157,70649,70698
80158,70649,70698
80159,70649,70340
80160,70649,70340
80161,70015,70658
80162,70015,70658
80163,70015,70660
80164,70015,70660
80165,70015,70868
80166,70015,70868
80167,70015,70504
80168,70015,70504
80169,70015,70976
80170,70015,70976
80171,70015,70196
80172,70015,70196
80173,70015,70972
80174,70015,70972
80175,70015,70216
80176,70015,70216
80177,70015,70810
80178,70015,70810
80179,70015,70286
80180,70015,70286
80181,70141,70162
80182,70141,70162
80183,70141,70272
80184,70141,70272
80185,70141,70938
80186,70141,70938
80187,70141,70950
80188,70141,70950
80189,70141,70224
80190,70141,70224
80191,70141,70592
80192,70141,70592
80193,70141,70618
80194,70141,70618
80195,70141,70184
80196,70141,70184
80197,70141,70388
80198,70141,70388
80199,70141,70790
80200,70141,70790
80201,70857,70270
80202,70857,70270
80203,70857,70582
80204,70857,70582
80205,70857,70696
80206,70857,70696
80207,70857,70480
80208,70857,70480
80209,70857,70878
80210,70857,70878
80211,70857,70066
80212,70857,70066
80213,70857,70126
80214,70857,70126
80215,70857,70486
80216,70857,70486
80217,70857,70816
80218,70857,70816
80219,70857,70336
80220,70857,70336
80221,70281,70006
80222,70281,70006
80223,70281,70978
80224,70281,70978
80225,70281,70194
80226,70281,70194
80227,70281,70788
80228,70281,70788
80229,70281,70922
80230,70281,70922
80231,70281,70700
80232,70281,70700
80233,70281,70164
80234,70281,70164
80235,70281,70706
80236,70281,70706
80237,70281,70420
80238,70281,70420
80239,70281,70084
80240,70281,70084
80241,70093,70526
80242,70093,70526
80243,70093,70828
80244,70093,70828
80245,70093,70254
80246,70093,70254
80247,70093,70908
80248,70093,70908
80249,70093,70322
80250,70093,70322
80251,70093,70052
80252,70093,70052
80253,70093,70984
80254,70093,70984
80255,70093,70192
80256,70093,70192
80257,70093,70552
80258,70093,70552
80259,70093,70916
80260,70093,70916
80261,70765,70250
80262,70765,70250
80263,70765,70476
80264,70765,70476
80265,70765,70122
80266,70765,70122
80267,70765,70842
80268,70765,70842
80269,70765,70942
80270,70765,70942
80271,70765,70190
80272,70765,70190
80273,70765,70422
80274,70765,70422
80275,70765,70326
80276,70765,70326
80277,70765,70820
80278,70765,70820
80279,70765,70118
80280,70765,70118
80281,70301,70222
80282,70301,70222
80283,70301,70226
80284,70301,70226
80285,70301,70944
80286,70301,70944
80287,70301,70824
80288,70301,70824
80289,70301,70888
80290,70301,70888
80291,70301,70200
80292,70301,70200
80293,70301,70544
80294,70301,70544
80295,70301,70438
80296,70301,70438
80297,70301,70778
80298,70301,70778
80299,70301,70370
80300,70301,70370
80301,70145,70240
80302,70145,70240
80303,70145,70026
80304,70145,70026
80305,70145,70738
80306,70145,70738
80307,70145,70148
80308,70145,70148
80309,70145,70188
80310,70145,70188
80311,70145,70752
80312,70145,70752
